item_name,qty_sold(kg)
Paopaojiao (Jingpin),0.343
Millet Pepper,0.101
Paopaojiao (Jingpin),0.303
Paopaojiao (Jingpin),0.383
Paopaojiao (Jingpin),0.317
Paopaojiao (Jingpin),0.607
Yellow Xincai (1),0.689
Paopaojiao (Jingpin),0.422
Paopaojiao (Jingpin),0.409
Paopaojiao (Jingpin),0.264
Chinese Cabbage,0.66
Paopaojiao (Jingpin),0.356
Paopaojiao (Jingpin),0.778
Paopaojiao (Jingpin),0.251
Green Eggplant (1),0.402
Qinggengsanhua,0.434
Qinggengsanhua,0.379
Zhuyecai,0.418
Chinese Cabbage,0.535
Green Eggplant (1),0.276
Green Hot Peppers,0.1
Luosi Pepper,0.381
Caixin,0.276
Millet Pepper,0.07
Xixia Mushroom (1),0.167
Yunnan Shengcai,0.288
Yunnan Lettuces,0.334
Caixin,0.664
Amaranth,0.535
Hongshujian,0.401
Paopaojiao (Jingpin),0.528
Sweet Chinese Cabbage,0.464
Hongshujian,0.234
Green Line Pepper,0.165
Chinese Cabbage,0.463
Zhuyecai,0.418
Chinese Cabbage,0.472
Jigu Mushroom (1),0.265
Red Pepper (1),0.1
Qinggengsanhua,0.312
Green Hot Peppers,0.439
Luosi Pepper,0.13
Yunnan Lettuces,0.485
Sweet Chinese Cabbage,0.451
Green Hot Peppers,0.226
Yunnan Lettuces,0.301
Sweet Chinese Cabbage,0.539
Green Eggplant (1),0.377
Zhuyecai,0.903
Green Eggplant (1),1.382
Xixia Mushroom (1),0.722
Paopaojiao (Jingpin),0.29
Paopaojiao (Jingpin),0.858
Yunnan Lettuces,0.251
Millet Pepper,0.07
Yunnan Shengcai,0.376
Yunnan Lettuces,0.401
Caixin,0.401
Yunnan Shengcai,0.313
Shanghaiqing,0.401
Luosi Pepper,0.351
Yunnan Shengcai,0.188
Luosi Pepper,0.291
Amaranth,0.652
Paopaojiao (Jingpin),0.409
Xixia Mushroom (1),0.197
Caixin,0.514
Broccoli,0.3
Eggplant (2),0.501
Hongshujian,0.234
Green Eggplant (1),0.729
Qinggengsanhua,0.39
Luosi Pepper,0.22
Sweet Chinese Cabbage,0.389
Yunnan Shengcai,0.84
Yunnan Shengcai,0.326
Yunnan Shengcai,0.351
Chinese Cabbage,0.975
Green Line Pepper,0.393
Yunnan Lettuces,0.686
Qinggengsanhua,0.323
Yunnan Lettuces,0.318
Eggplant (2),0.459
Paopaojiao (Jingpin),0.211
High Melon (1),0.321
Paopaojiao (Jingpin),0.356
Xixia Mushroom (1),0.394
Chinese Cabbage,0.566
Chinese Cabbage,0.912
Sweet Chinese Cabbage,0.551
Yunnan Shengcai,0.451
Green Eggplant (1),0.729
Hongshujian,0.184
Chinese Cabbage,1.258
Luosi Pepper,0.361
Hongshujian,0.217
Yunnan Lettuces,0.368
Yunnan Shengcai,0.414
Shanghaiqing,0.982
Yunnan Lettuces,0.401
Chinese Cabbage,1.195
Paopaojiao (Jingpin),0.462
Xixia Mushroom (1),0.232
Green Eggplant (1),0.98
Red Pepper (1),0.251
Red Hang Pepper,0.088
Xixia Mushroom (1),0.48
Qinggengsanhua,0.546
Eggplant (2),0.201
Hongshujian,0.334
Xixia Mushroom (1),0.111
Millet Pepper,0.085
Sweet Chinese Cabbage,0.351
High Melon (1),0.281
Zhuyecai,0.385
Amaranth,0.552
Yunnan Shengcai,0.389
Haixian Mushroom (1),0.282
Sweet Chinese Cabbage,0.476
Green Eggplant (1),0.477
Qinggengsanhua,0.301
Sweet Chinese Cabbage,0.326
Yunnan Shengcai,0.464
High Melon (1),0.15
Needle Mushroom (1),0.201
Apricot Bao Mushroom (1),0.351
Yunnan Shengcai,0.451
Eggplant (2),0.559
Apricot Bao Mushroom (1),0.281
Zhuyecai,0.418
Hongshujian,0.184
Zhuyecai,0.368
Luosi Pepper,0.241
Paopaojiao (Jingpin),0.145
Broccoli,0.415
Xixia Mushroom (1),0.177
Eggplant (2),0.287
Luosi Pepper,0.13
Xixia Mushroom (1),0.182
Yunnan Lettuces,0.268
Xixia Mushroom (1),0.308
Green Line Pepper,0.193
Paopaojiao (Jingpin),0.33
Qinggengsanhua,0.546
Paopaojiao (Jingpin),0.185
Broccoli,0.265
Paopaojiao (Jingpin),0.238
Qinggengsanhua,0.412
Chinese Cabbage,0.283
Hongshujian,0.234
Luosi Pepper,0.271
Amaranth,0.502
Paopaojiao (Jingpin),0.475
Red Hang Pepper,0.232
Yunnan Shengcai,0.451
Caixin,0.614
Paopaojiao (Jingpin),0.185
Green Eggplant (1),0.553
Chinese Cabbage,1.069
Dongmenkou Xiaobaicai,0.251
Chinese Cabbage,0.755
Broccoli,0.451
Yunnan Shengcai,0.238
Needle Mushroom (1),0.251
Xixia Mushroom (1),0.333
Millet Pepper,0.058
Broccoli,0.401
Muercai,0.358
Red Hang Pepper,0.232
Hongshujian,0.452
Green Eggplant (1),0.452
Dongmenkou Xiaobaicai,0.18
Eggplant (2),0.817
Paopaojiao (Jingpin),0.422
Yunnan Shengcai,0.439
Hongshujian,0.217
Needle Mushroom (1),0.468
Broccoli,0.393
Paopaojiao (Jingpin),0.303
Shanghaiqing,0.391
Yunnan Shengcai,0.263
Apricot Bao Mushroom (1),0.2
Yunnan Shengcai,0.288
Yunnan Shengcai,0.351
Xixia Mushroom (1),0.242
Millet Pepper,0.043
Zhuyecai,0.418
Broccoli,0.386
Shanghaiqing,0.411
Chinese Cabbage,1.258
Yunnan Lettuces,0.719
Haixian Mushroom (1),0.501
Yunnan Shengcai,0.263
Broccoli,0.379
Yunnan Lettuces,0.217
Sweet Chinese Cabbage,0.94
Broccoli,0.472
Chinese Cabbage,0.801
Luosi Pepper,0.371
Amaranth,0.569
Hongshujian,0.418
High Melon (1),0.461
Yunnan Lettuces,0.334
Muercai,0.416
Yunnan Shengcai,0.489
Eggplant (2),1.218
Xixia Mushroom (1),0.338
Yunnan Lettuces,0.385
Apricot Bao Mushroom (1),0.311
Xixia Mushroom (1),0.258
Luosi Pepper,0.411
Caixin,0.301
Green Eggplant (1),0.352
Hongshujian,0.518
Needle Mushroom (1),0.368
Xixia Mushroom (1),0.111
Yunnan Shengcai,1.003
Broccoli,0.422
Apricot Bao Mushroom (1),0.281
Millet Pepper,0.043
Amaranth,0.602
Red Pepper (1),0.241
Hongshujian,0.234
Amaranth,0.652
Muercai,0.516
Green Eggplant (1),0.528
Xixia Mushroom (1),0.207
Broccoli,0.551
Shanghaiqing,0.251
Yunnan Shengcai,0.777
Broccoli,0.451
Paopaojiao (Jingpin),0.488
Chinese Cabbage,0.912
Hongshujian,0.418
Green Eggplant (1),0.327
Needle Mushroom (1),0.452
Qinggengsanhua,0.546
Apricot Bao Mushroom (1),0.621
Yunnan Shengcai,0.188
Huangbaicai (2),0.635
Yunnan Shengcai,0.464
Luosi Pepper,0.321
Hongshujian,0.167
Caixin,0.288
Paopaojiao (Jingpin),0.172
Jigu Mushroom (1),0.207
Yunnan Lettuces,0.368
Sweet Chinese Cabbage,0.414
Qinggengsanhua,0.401
Millet Pepper,0.066
Sweet Chinese Cabbage,0.702
Green Eggplant (1),0.302
Hongshujian,0.251
Paopaojiao (Jingpin),0.172
Green Hot Peppers,0.088
Green Line Pepper,0.114
Yunnan Shengcai,0.326
Hongshujian,0.368
Jigu Mushroom (1),0.129
Sweet Chinese Cabbage,1.203
Paopaojiao (Jingpin),0.475
Hongshujian,0.418
Zhuyecai,0.435
Paopaojiao (Jingpin),0.501
Paopaojiao (Jingpin),0.422
Green Eggplant (1),0.327
Millet Pepper,0.008
Hongshujian,0.468
Green Line Pepper,0.265
Jigu Mushroom (1),0.079
Needle Mushroom (1),0.452
Yunnan Shengcai,0.464
Caixin,0.639
Caixin,0.589
Shanghaiqing,0.501
Broccoli,0.544
Yunnan Shengcai,0.338
Paopaojiao (Jingpin),0.211
Green Eggplant (1),0.377
Luosi Pepper,0.19
Dongmenkou Xiaobaicai,0.18
Millet Pepper,0.163
Broccoli,0.379
Broccoli,0.537
Eggplant (2),0.344
Needle Mushroom (1),0.452
Hongshujian,0.452
Green Line Pepper,0.572
Qinggengsanhua,0.29
Millet Pepper,0.035
Hongshujian,0.452
Yunnan Lettuces,0.452
Yunnan Shengcai,0.313
Amaranth,0.552
Luosi Pepper,0.16
Millet Pepper,0.101
Yunnan Lettuces,0.368
Dongmenkou Xiaobaicai,0.431
Zhuyecai,0.468
Haixian Mushroom (1),0.131
Xixia Mushroom (1),0.207
Red Pepper (1),0.621
Paopaojiao (Jingpin),0.317
Hongshujian,0.334
Green Eggplant (1),0.628
Zhuyecai,0.418
Qinggengsanhua,0.323
Yunnan Lettuces,0.217
Shanghaiqing,0.491
Sweet Chinese Cabbage,0.301
Red Hang Pepper,0.182
Broccoli,0.551
Yunnan Shengcai,0.414
Paopaojiao (Jingpin),0.119
Green Eggplant (1),0.477
Needle Mushroom (1),0.268
Haixian Mushroom (1),0.532
Paopaojiao (Jingpin),0.317
Paopaojiao (Jingpin),0.435
Luosi Pepper,0.231
Yunnan Shengcai,0.226
Wawacai,1.0
Qinggengsanhua,0.657
Yunnan Lettuces,0.435
Green Eggplant (1),1.106
Paopaojiao (Jingpin),0.383
Xixia Mushroom (1),0.232
Broccoli,0.994
Xixia Mushroom (1),0.136
Yunnan Shengcai,0.226
Xixia Mushroom (1),0.232
Paopaojiao (Jingpin),0.699
Caixin,0.313
Yunnan Shengcai,0.238
Millet Pepper,0.194
Broccoli,0.486
Yunnan Shengcai,0.602
Needle Mushroom (1),0.518
Qinggengsanhua,0.702
Yunnan Shengcai,0.401
High Melon (1),0.291
Apricot Bao Mushroom (1),0.281
Qinggengsanhua,0.434
Amaranth,0.585
Yunnan Shengcai,0.827
Paopaojiao (Jingpin),0.251
Broccoli,0.358
Yunnan Shengcai,0.389
Yunnan Shengcai,0.138
Yunnan Shengcai,0.464
Yunnan Shengcai,0.576
Yunnan Shengcai,0.589
Needle Mushroom (1),0.485
Yunnan Lettuces,0.368
Broccoli,0.486
Xixia Mushroom (1),0.308
Yunnan Shengcai,0.251
Jigu Mushroom (1),0.136
Xixia Mushroom (1),0.227
Chinese Cabbage,0.419
Xixia Mushroom (1),0.167
Luosi Pepper,0.371
Red Hang Pepper,0.257
Green Line Pepper,0.558
Yunnan Shengcai,0.501
Paopaojiao (Jingpin),0.396
Yunnan Lettuces,0.318
Yunnan Lettuces,0.251
Broccoli,0.336
Haixian Mushroom (1),0.338
Hongshujian,0.418
Broccoli,0.351
Qinggengsanhua,0.39
Shanghaiqing,0.311
Qinggengsanhua,0.301
Qinggengsanhua,0.535
Sweet Chinese Cabbage,0.389
Yunnan Lettuces,0.318
Yunnan Shengcai,0.389
Green Eggplant (1),0.352
Apricot Bao Mushroom (1),0.18
Needle Mushroom (1),0.468
Yunnan Lettuces,0.351
Sweet Chinese Cabbage,0.501
Wawacai,1.0
Xixia Mushroom (1),0.086
Apricot Bao Mushroom (1),0.461
Caixin,0.564
Wawacai,1.0
Millet Pepper,0.05
Sweet Chinese Cabbage,1.303
Caixin,0.614
Broccoli,0.258
Xixia Mushroom (1),0.232
Chinese Cabbage,0.376
Yunnan Lettuces,0.435
Needle Mushroom (1),0.452
Qinggengsanhua,0.479
Apricot Bao Mushroom (1),0.241
Qinggengsanhua,0.379
Millet Pepper,0.109
Broccoli,0.451
Luosi Pepper,0.341
Wawacai,2.0
Eggplant (2),0.673
Paopaojiao (Jingpin),0.541
Yunnan Shengcai,0.89
Chinese Cabbage,1.038
Yunnan Lettuces,0.518
Millet Pepper,0.085
Eggplant (2),0.444
Millet Pepper,0.426
Xixia Mushroom (1),0.323
Huangbaicai (2),0.345
Qinggengsanhua,0.479
Green Line Pepper,0.279
Paopaojiao (Jingpin),0.449
Yunnan Lettuces,0.284
Muercai,0.401
Broccoli,0.351
Red Hang Pepper,0.294
Yunnan Lettuces,0.368
Apricot Bao Mushroom (1),0.21
Caixin,0.414
Yunnan Shengcai,0.351
Hongshujian,0.435
Yunnan Lettuces,0.518
Paopaojiao (Jingpin),0.33
Yunnan Lettuces,0.234
Eggplant (2),0.745
Yellow Xincai (1),0.551
High Melon (1),0.291
Hongshujian,0.217
Yunnan Shengcai,0.363
Yunnan Lettuces,0.652
Yunnan Lettuces,0.251
Paopaojiao (Jingpin),0.66
Broccoli,0.365
Amaranth,0.569
Green Eggplant (1),0.377
Green Line Pepper,0.207
Zhuyecai,0.401
Paopaojiao (Jingpin),0.607
Yunnan Lettuces,0.602
Green Eggplant (1),1.03
Hongshujian,0.468
Green Hot Peppers,0.238
Red Pepper (1),0.15
Eggplant (2),0.459
Yunnan Lettuces,0.351
Green Eggplant (1),0.377
Red Pepper (1),0.12
Red Hang Pepper,0.131
Haixian Mushroom (1),0.357
Needle Mushroom (1),0.184
Millet Pepper,0.058
Dongmenkou Xiaobaicai,0.16
Caixin,0.426
Millet Pepper,0.291
Paopaojiao (Jingpin),0.712
Luosi Pepper,0.15
Sweet Chinese Cabbage,0.539
Apricot Bao Mushroom (1),0.251
Yunnan Lettuces,0.418
Paopaojiao (Jingpin),0.369
The Red Bell Pepper (1),0.334
Bell Pepper (1),0.359
Shanghaiqing,0.471
Yunnan Shengcai,0.301
Xixia Mushroom (1),0.162
Yunnan Lettuces,0.468
Shanghaiqing,0.19
Qinggengsanhua,0.512
Paopaojiao (Jingpin),0.238
Haixian Mushroom (1),0.113
Xixia Mushroom (1),0.061
Red Pepper (1),0.311
Qinggengsanhua,0.523
Amaranth,0.669
Millet Pepper,0.078
Caixin,0.326
Broccoli,0.436
Luosi Pepper,0.231
Millet Pepper,0.078
Yunnan Shengcai,0.451
Apricot Bao Mushroom (1),0.281
Yunnan Lettuces,0.652
Zhuyecai,0.552
Yunnan Shengcai,0.439
Hongshujian,0.485
Broccoli,0.336
Broccoli,0.422
Paopaojiao (Jingpin),0.435
Millet Pepper,0.151
Yunnan Shengcai,0.188
Shanghaiqing,0.601
Paopaojiao (Jingpin),0.528
Green Eggplant (1),0.804
Green Line Pepper,0.207
Yunnan Shengcai,0.301
Broccoli,0.422
Yunnan Shengcai,0.652
Foreign Garland Chrysanthemum ,0.419
Broccoli,0.329
Paopaojiao (Jingpin),0.844
Green Eggplant (1),0.804
Paopaojiao (Jingpin),0.369
High Melon (1),0.251
Bell Pepper (1),0.342
Muercai,0.731
Zhuyecai,0.769
Yunnan Shengcai,0.426
Needle Mushroom (1),0.284
Xixia Mushroom (1),0.071
Apricot Bao Mushroom (1),0.271
Broccoli,0.794
Red Hang Pepper,0.088
Yunnan Lettuces,0.385
Caixin,0.301
Needle Mushroom (1),0.368
Yunnan Shengcai,0.238
Caixin,0.251
High Melon (1),0.301
Dongmenkou Xiaobaicai,0.19
Hongshujian,0.251
Caixin,0.288
Yunnan Lettuces,0.435
Paopaojiao (Jingpin),0.251
Jigu Mushroom (1),0.165
Zhuyecai,0.452
Yunnan Lettuces,0.318
Broccoli,0.537
Yellow Xincai (1),0.639
Yunnan Lettuces,0.569
Paopaojiao (Jingpin),0.29
Yellow Xincai (1),0.664
7 Colour Pepper (1),0.129
Needle Mushroom (1),0.435
Paopaojiao (Jingpin),0.422
Apricot Bao Mushroom (1),0.561
Millet Pepper,0.039
Paopaojiao (Jingpin),0.238
Caixin,0.288
Muercai,0.344
Yunnan Lettuces,0.334
Millet Pepper,0.043
Millet Pepper,0.05
Xixia Mushroom (1),0.222
Paopaojiao (Jingpin),0.396
Yunnan Shengcai,0.201
Yunnan Shengcai,0.113
Millet Pepper,0.058
Eggplant (2),0.917
Zhuyecai,0.786
Broccoli,0.429
Huangbaicai (2),0.457
Muercai,0.358
Zhuyecai,0.485
Paopaojiao (Jingpin),1.794
Paopaojiao (Jingpin),0.607
Apricot Bao Mushroom (1),0.21
Chinese Cabbage,0.513
Wawacai,1.0
Red Hang Pepper,0.1
Eggplant (2),0.673
Hongshujian,0.468
Yunnan Shengcai,0.589
Paopaojiao (Jingpin),0.211
Yunnan Lettuces,0.334
Paopaojiao (Jingpin),0.633
Yellow Xincai (1),0.739
High Melon (1),0.471
Needle Mushroom (1),0.452
Apricot Bao Mushroom (1),0.341
Broccoli,0.465
Red Pepper (1),0.291
Sweet Chinese Cabbage,0.614
Yunnan Shengcai,0.288
Needle Mushroom (1),0.234
Yellow Xincai (1),0.702
Needle Mushroom (1),0.468
Green Eggplant (1),0.729
Xixia Mushroom (1),0.182
Xixia Mushroom (1),0.263
Yunnan Lettuces,0.786
Paopaojiao (Jingpin),0.449
Xixia Mushroom (1),0.147
Paopaojiao (Jingpin),0.211
Yunnan Shengcai,0.464
Eggplant (2),0.244
Needle Mushroom (1),0.217
Yunnan Shengcai,0.526
Paopaojiao (Jingpin),0.515
Green Line Pepper,0.165
Luosi Pepper,0.16
Broccoli,1.216
Yunnan Shengcai,0.815
Needle Mushroom (1),0.485
Yunnan Shengcai,0.389
Paopaojiao (Jingpin),0.581
Yunnan Lettuces,0.569
Sweet Chinese Cabbage,0.476
Broccoli,0.393
The Red Bell Pepper (1),0.334
Wawacai,1.0
Huangbaicai (2),0.501
Xixia Mushroom (1),0.172
Wawacai,1.0
Apricot Bao Mushroom (1),0.531
Broccoli,0.444
Needle Mushroom (1),0.468
Needle Mushroom (1),0.468
Shanghaiqing,0.491
Huangbaicai (2),0.39
Millet Pepper,0.074
Broccoli,0.494
Yunnan Shengcai,0.351
High Melon (1),0.451
Qinggengsanhua,0.601
Sweet Chinese Cabbage,0.426
Yunnan Lettuces,0.251
Apricot Bao Mushroom (1),0.251
Green Eggplant (1),0.402
Broccoli,0.436
Caixin,0.564
Yunnan Shengcai,0.376
Jigu Mushroom (1),0.143
Yunnan Shengcai,0.226
Shanghaiqing,0.431
Paopaojiao (Jingpin),0.33
Eggplant (2),0.459
Yunnan Lettuces,0.518
Yunnan Shengcai,0.1
Zhuyecai,0.435
Yunnan Lettuces,0.485
Yunnan Shengcai,0.426
Paopaojiao (Jingpin),0.594
Broccoli,0.472
Caixin,0.313
Jigu Mushroom (1),0.215
Needle Mushroom (1),0.468
Yunnan Shengcai,0.326
Yunnan Shengcai,0.439
Zhuyecai,0.385
Needle Mushroom (1),0.485
Apricot Bao Mushroom (1),0.13
Xixia Mushroom (1),0.167
Paopaojiao (Jingpin),0.686
Caixin,0.464
Broccoli,0.472
Needle Mushroom (1),0.301
Yunnan Lettuces,0.418
Caixin,0.551
Huangbaicai (2),0.256
Needle Mushroom (1),0.401
Needle Mushroom (1),0.452
Caixin,0.301
Xixia Mushroom (1),0.237
Yunnan Lettuces,0.334
Caixin,0.338
Xixia Mushroom (1),0.056
Caixin,0.464
Paopaojiao (Jingpin),0.264
Yellow Xincai (1),0.564
Needle Mushroom (1),0.418
Millet Pepper,0.159
Yellow Xincai (1),0.489
7 Colour Pepper (1),0.422
7 Colour Pepper (1),0.508
The Red Bell Pepper (1),0.434
Hongshujian,1.104
Yunnan Lettuces,1.154
Zhuyecai,0.836
Yellow Xincai (1),0.664
Yunnan Lettuces,0.836
Xixia Mushroom (1),0.152
Yunnan Shengcai,0.401
Yunnan Shengcai,0.476
Yunnan Shengcai,0.401
Eggplant (2),0.459
Needle Mushroom (1),0.485
Yunnan Shengcai,0.501
Xixia Mushroom (1),0.384
Xixia Mushroom (1),0.46
Wawacai,1.0
Wawacai,1.0
Chinese Cabbage,0.482
Caixin,0.313
Yunnan Shengcai,0.426
Xixia Mushroom (1),0.187
Xixia Mushroom (1),0.212
Shanghaiqing,0.251
Yellow Xincai (1),0.589
Yunnan Shengcai,0.514
Eggplant (2),0.387
Paopaojiao (Jingpin),0.646
Needle Mushroom (1),0.452
Red Pepper (1),0.321
Hongshujian,0.418
Paopaojiao (Jingpin),0.369
Broccoli,0.308
Hongshujian,0.368
Paopaojiao (Jingpin),0.356
Yellow Xincai (1),0.714
Qinggengsanhua,0.479
Yunnan Shengcai,0.338
Red Pepper (1),0.12
Chinese Cabbage,0.438
Paopaojiao (Jingpin),0.132
Zhuyecai,0.385
Yunnan Shengcai,0.639
Needle Mushroom (1),0.468
Xixia Mushroom (1),0.283
Yunnan Shengcai,0.175
Yunnan Lettuces,0.535
Broccoli,0.315
Hongshujian,0.302
Green Hot Peppers,0.288
Apricot Bao Mushroom (1),0.271
Yunnan Shengcai,0.326
Yunnan Lettuces,0.418
Green Eggplant (1),0.628
Eggplant (2),0.688
Huangbaicai (2),0.557
Caixin,0.664
Sweet Chinese Cabbage,0.389
Millet Pepper,0.027
Green Line Pepper,0.122
Paopaojiao (Jingpin),0.422
Xixia Mushroom (1),0.217
Qinggengsanhua,0.59
Caixin,0.326
Yunnan Lettuces,0.234
Broccoli,0.529
Yellow Xincai (1),0.752
Millet Pepper,0.124
Broccoli,0.551
Xixia Mushroom (1),0.121
Yunnan Shengcai,0.589
Yunnan Lettuces,0.602
Wawacai,1.0
Apricot Bao Mushroom (1),0.421
Huangbaicai (2),0.501
Needle Mushroom (1),0.201
Red Pepper (1),0.09
Paopaojiao (Jingpin),0.224
Luosi Pepper,0.1
Yunnan Shengcai,0.614
Hongshujian,0.477
Paopaojiao (Jingpin),0.172
Needle Mushroom (1),0.485
Yunnan Shengcai,0.301
Hongshujian,0.503
High Melon (1),0.361
Bell Pepper (1),0.401
Xixia Mushroom (1),0.202
Paopaojiao (Jingpin),0.198
Yunnan Shengcai,0.401
Paopaojiao (Jingpin),0.33
Yunnan Shengcai,0.163
Needle Mushroom (1),0.418
Hongshujian,0.251
Yunnan Shengcai,0.426
Xixia Mushroom (1),0.157
Millet Pepper,0.167
Luosi Pepper,0.341
Millet Pepper,0.097
Broccoli,0.73
Broccoli,0.393
Xixia Mushroom (1),0.167
Yunnan Lettuces,0.585
Eggplant (2),0.43
Paopaojiao (Jingpin),0.29
Green Line Pepper,0.594
Paopaojiao (Jingpin),0.792
Wawacai,1.0
Millet Pepper,0.023
Yunnan Shengcai,0.915
Paopaojiao (Jingpin),0.383
Green Line Pepper,0.229
Hongshujian,0.226
Xixia Mushroom (1),0.242
Green Hot Peppers,0.288
Xixia Mushroom (1),0.227
Bell Pepper (1),0.301
Caixin,0.376
Zhuyecai,0.418
Yunnan Shengcai,0.476
Yunnan Shengcai,0.702
Broccoli,0.508
Xixia Mushroom (1),0.399
Zhuyecai,0.284
Yunnan Shengcai,0.338
Luosi Pepper,0.09
Paopaojiao (Jingpin),0.317
Sweet Chinese Cabbage,0.576
Green Eggplant (1),0.327
Hongshujian,0.452
Caixin,0.276
Paopaojiao (Jingpin),0.541
Hongshujian,0.276
Hongshujian,0.528
Paopaojiao (Jingpin),0.29
High Melon (1),0.331
Yunnan Shengcai,0.251
Eggplant (2),0.444
Yunnan Shengcai,0.464
Hongshujian,0.427
Hongshujian,0.427
Eggplant (2),1.218
Amaranth,0.552
Xixia Mushroom (1),0.46
Millet Pepper,0.081
Green Eggplant (1),1.156
Needle Mushroom (1),0.485
Jigu Mushroom (1),0.2
Qinggengsanhua,0.523
Broccoli,0.436
Chinese Cabbage,0.676
Hongshujian,0.477
Broccoli,0.343
Paopaojiao (Jingpin),0.33
Hongshujian,0.477
Hongshujian,0.477
Millet Pepper,0.058
Paopaojiao (Jingpin),0.29
Paopaojiao (Jingpin),0.33
Qinggengsanhua,0.512
Paopaojiao (Jingpin),0.317
Hongshujian,0.528
Shanghaiqing,0.241
Sweet Chinese Cabbage,0.326
Yunnan Shengcai,0.351
Apricot Bao Mushroom (1),0.381
Xixia Mushroom (1),0.227
Yunnan Shengcai,0.351
Yunnan Lettuces,0.334
Paopaojiao (Jingpin),0.277
Hongshujian,0.251
Caixin,0.401
Apricot Bao Mushroom (1),0.17
Yellow Xincai (1),0.576
Needle Mushroom (1),0.468
Zhuyecai,0.284
Paopaojiao (Jingpin),0.369
Hongshujian,0.477
Millet Pepper,0.14
Needle Mushroom (1),0.468
Apricot Bao Mushroom (1),0.231
Eggplant (2),0.487
Sweet Chinese Cabbage,0.526
Xixia Mushroom (1),0.409
Sweet Chinese Cabbage,0.376
Hongshujian,0.528
Paopaojiao (Jingpin),0.251
Apricot Bao Mushroom (1),0.17
Xixia Mushroom (1),0.394
Yunnan Shengcai,0.251
Broccoli,0.622
Yunnan Shengcai,0.414
Huangbaicai (2),0.69
Yunnan Shengcai,0.213
Broccoli,0.479
Yunnan Shengcai,0.301
Wawacai,1.0
Honghu Lotus Root,0.258
Foreign Garland Chrysanthemum ,0.438
Yunnan Lettuces,0.251
Broccoli,0.501
Amaranth,0.552
Yunnan Shengcai,0.201
Hongshujian,0.528
Hongshujian,0.503
Eggplant (2),0.301
Yunnan Lettuces,0.234
Yunnan Shengcai,0.514
Xixia Mushroom (1),0.237
Zhuyecai,0.435
Shanghaiqing,0.04
Hongshujian,0.477
Millet Pepper,0.07
Hongshujian,0.503
Hongshujian,0.452
Yunnan Shengcai,0.476
Amaranth,0.569
Apricot Bao Mushroom (1),0.241
Apricot Bao Mushroom (1),0.13
Shanghaiqing,0.351
Broccoli,0.436
Yunnan Shengcai,0.276
Eggplant (2),0.287
Hongshujian,0.452
Yellow Xincai (1),0.714
Yunnan Shengcai,0.351
Hongshujian,0.503
Yunnan Lettuces,0.368
Broccoli,0.372
Yunnan Shengcai,0.489
Apricot Bao Mushroom (1),0.691
Chinese Cabbage,0.382
Paopaojiao (Jingpin),0.277
Huangbaicai (2),0.479
Yellow Xincai (1),0.363
Xixia Mushroom (1),0.278
Caixin,0.251
Paopaojiao (Jingpin),0.515
Xixia Mushroom (1),0.308
High Melon (1),0.381
Apricot Bao Mushroom (1),0.511
Caixin,0.301
Millet Pepper,0.101
Yunnan Shengcai,0.363
Broccoli,0.444
Hongshujian,0.226
Millet Pepper,0.078
Eggplant (2),0.731
Xixia Mushroom (1),0.253
Red Pepper (1),0.19
Millet Pepper,0.136
Yunnan Lettuces,0.351
Needle Mushroom (1),0.284
Needle Mushroom (1),0.217
Caixin,0.301
Paopaojiao (Jingpin),0.29
Yellow Xincai (1),0.677
Paopaojiao (Jingpin),0.594
Green Line Pepper,0.551
Yunnan Shengcai,0.175
Xixia Mushroom (1),0.455
Paopaojiao (Jingpin),0.303
Yunnan Shengcai,0.376
Yunnan Lettuces,0.368
Xixia Mushroom (1),0.177
7 Colour Pepper (1),0.444
Yunnan Lettuces,0.385
Apricot Bao Mushroom (1),0.271
Paopaojiao (Jingpin),0.462
Millet Pepper,0.109
Xixia Mushroom (1),0.333
Broccoli,0.529
Yunnan Shengcai,0.489
Needle Mushroom (1),0.485
Xixia Mushroom (1),0.318
Paopaojiao (Jingpin),0.185
Millet Pepper,0.031
Broccoli,0.665
Broccoli,0.408
Yunnan Shengcai,0.401
Broccoli,0.351
Paopaojiao (Jingpin),0.594
Xixia Mushroom (1),0.232
Yunnan Shengcai,0.175
Broccoli,0.479
Yellow Xincai (1),0.664
Broccoli,0.479
Paopaojiao (Jingpin),0.317
Xixia Mushroom (1),0.46
Millet Pepper,0.109
Millet Pepper,0.023
Xixia Mushroom (1),0.217
Green Line Pepper,0.107
Red Hang Pepper,0.075
Xixia Mushroom (1),0.152
Yunnan Shengcai,0.389
Broccoli,0.386
Apricot Bao Mushroom (1),0.431
Millet Pepper,0.089
Paopaojiao (Jingpin),0.33
Needle Mushroom (1),0.468
Broccoli,0.415
Paopaojiao (Jingpin),0.224
Xixia Mushroom (1),0.439
Needle Mushroom (1),0.401
Paopaojiao (Jingpin),0.62
Paopaojiao (Jingpin),0.66
Qinggengsanhua,0.535
The Red Bell Pepper (1),0.292
7 Colour Pepper (1),0.322
Xixia Mushroom (1),0.237
Yunnan Shengcai,0.514
Paopaojiao (Jingpin),0.462
Red Pepper (1),0.17
Paopaojiao (Jingpin),0.422
Bell Pepper (1),0.276
Paopaojiao (Jingpin),0.422
Yellow Xincai (1),0.564
Paopaojiao (Jingpin),0.198
Red Pepper (1),0.321
Green Eggplant (1),0.402
